1720573017.108625 server started (1673238): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1720573017.108675 on Linux 6.9.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 21 Jun 2024 19:49:19 +0000
1720573017.108690 using libevent 2.1.12-stable poll
1720573017.108697 using ncurses 6.5 20240427
1720573017.234235 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZPFX=/home/jack/.local/share/zinit/polaris
1720573017.234239 peer 0x630cc89800e0 message 105
1720573017.234242 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1720573017.234245 peer 0x630cc89800e0 message 105
1720573017.234249 client 0x630cc897ecd0 IDENTIFY_ENVIRON TERM=xterm-kitty
1720573017.234252 peer 0x630cc89800e0 message 105
1720573017.234255 client 0x630cc897ecd0 IDENTIFY_ENVIRON TERMINFO=/usr/lib/kitty/terminfo
1720573017.234259 peer 0x630cc89800e0 message 105
1720573017.234262 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_PROMPT_COUNT=48
1720573017.234265 peer 0x630cc89800e0 message 105
1720573017.234269 client 0x630cc897ecd0 IDENTIFY_ENVIRON USER=jack
1720573017.234272 peer 0x630cc89800e0 message 105
1720573017.234276 client 0x630cc897ecd0 IDENTIFY_ENVIRON SUDO_EDITOR=nvim
1720573017.234279 peer 0x630cc89800e0 message 105
1720573017.234282 client 0x630cc897ecd0 IDENTIFY_ENVIRON DISPLAY=:0
1720573017.234286 peer 0x630cc89800e0 message 105
1720573017.234289 client 0x630cc897ecd0 IDENTIFY_ENVIRON SHLVL=1
1720573017.234292 peer 0x630cc89800e0 message 105
1720573017.234296 client 0x630cc897ecd0 IDENTIFY_ENVIRON MOZ_USE_XINPUT2=1
1720573017.234300 peer 0x630cc89800e0 message 105
1720573017.234303 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_gems_cache_path=/home/jack/.rvm/gems_cache
1720573017.234306 peer 0x630cc89800e0 message 105
1720573017.234310 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_THEME=/home/jack/.config/ohmyposh/conf.toml
1720573017.234313 peer 0x630cc89800e0 message 105
1720573017.234317 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_pkgs_path=/home/jack/.rvm/pkgs
1720573017.234327 peer 0x630cc89800e0 message 105
1720573017.234331 client 0x630cc897ecd0 IDENTIFY_ENVIRON LD_LIBRARY_PATH=/home/jack/vulkan/x86_64/lib
1720573017.234334 peer 0x630cc89800e0 message 105
1720573017.234340 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1720573017.234343 peer 0x630cc89800e0 message 105
1720573017.234348 client 0x630cc897ecd0 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1720573017.234351 peer 0x630cc89800e0 message 105
1720573017.234355 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_tmp_path=/home/jack/.rvm/tmp
1720573017.234358 peer 0x630cc89800e0 message 105
1720573017.234361 client 0x630cc897ecd0 IDENTIFY_ENVIRON JOURNAL_STREAM=9:7820
1720573017.234364 peer 0x630cc89800e0 message 105
1720573017.234368 client 0x630cc897ecd0 IDENTIFY_ENVIRON GTK3_MODULES=xapp-gtk3-module
1720573017.234371 peer 0x630cc89800e0 message 105
1720573017.234376 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/jack/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop
1720573017.234379 peer 0x630cc89800e0 message 105
1720573017.234393 client 0x630cc897ecd0 IDENTIFY_ENVIRON PATH=/home/jack/.local/share/zinit/polaris/bin:/home/jack/vulkan/x86_64/bin:/home/jack/bin:/usr/local/bin:/home/jack/.cargo/bin:/usr/local/bin:/usr/bin:/var/lib/snapd/snap/bin:/usr/local/sbin:/home/jack/.dotnet/tools:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/usr/lib/rustup/bin:/home/jack/.rvm/bin:/home/jack/.local/bin:/usr/share/rvm/bin:/home/jack/.local/share/gem/ruby/3.0.0/bin
1720573017.234397 peer 0x630cc89800e0 message 105
1720573017.234401 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_rubygems_path=/home/jack/.rvm/rubygems
1720573017.234404 peer 0x630cc89800e0 message 105
1720573017.234407 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_repos_path=/home/jack/.rvm/repos
1720573017.234411 peer 0x630cc89800e0 message 105
1720573017.234415 client 0x630cc897ecd0 IDENTIFY_ENVIRON GDMSESSION=gnome-xorg
1720573017.234419 peer 0x630cc89800e0 message 105
1720573017.234423 client 0x630cc897ecd0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1720573017.234426 peer 0x630cc89800e0 message 105
1720573017.234430 client 0x630cc897ecd0 IDENTIFY_ENVIRON HG=/usr/bin/hg
1720573017.234433 peer 0x630cc89800e0 message 105
1720573017.234436 client 0x630cc897ecd0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/jack
1720573017.234439 peer 0x630cc89800e0 message 105
1720573017.234443 client 0x630cc897ecd0 IDENTIFY_ENVIRON POWERLINE_COMMAND=oh-my-posh
1720573017.234446 peer 0x630cc89800e0 message 105
1720573017.234450 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_INSTALLATION_DIR=/usr/lib/kitty
1720573017.234453 peer 0x630cc89800e0 message 105
1720573017.234457 client 0x630cc897ecd0 IDENTIFY_ENVIRON GIO_LAUNCHED_DESKTOP_FILE_PID=323389
1720573017.234460 peer 0x630cc89800e0 message 105
1720573017.234464 client 0x630cc897ecd0 IDENTIFY_ENVIRON VK_ADD_LAYER_PATH=/home/jack/vulkan/x86_64/share/vulkan/explicit_layer.d
1720573017.234468 peer 0x630cc89800e0 message 105
1720573017.234471 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_path=/usr/share/rvm
1720573017.234474 peer 0x630cc89800e0 message 105
1720573017.234479 client 0x630cc897ecd0 IDENTIFY_ENVIRON OLDPWD=/home/jack/Projects/CPP/Yron
1720573017.234482 peer 0x630cc89800e0 message 105
1720573017.234486 client 0x630cc897ecd0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1720573017.234489 peer 0x630cc89800e0 message 106
1720573017.234493 client 0x630cc897ecd0 name is client-1673266
1720573017.234503 cmdq_next <global>: waiting
1720573017.234507 cmdq_next </dev/pts/1>: waiting
1720573017.234510 cmdq_next <client-1673266>: empty
1720573017.234552 peer 0x630cc89800e0 message 200
1720573017.234562 cmd_unpack_argv: argv[0]=show-option
1720573017.234568 cmd_unpack_argv: argv[1]=-gqv
1720573017.234572 cmd_unpack_argv: argv[2]=@tpm-clean
1720573017.234588 cmd_parse_build_commands 0:0: show-option
1720573017.234607 cmd_parse_build_commands 0:1: -gqv
1720573017.234613 cmd_parse_build_commands 0:2: @tpm-clean
1720573017.234690 args_parse_flags: next -gqv
1720573017.234695 args_parse_flags: -g
1720573017.234700 args_parse_flags: -q
1720573017.234703 args_parse_flags: -v
1720573017.234707 args_parse_flags: next @tpm-clean
1720573017.234711 args_parse: flags end at 2 of 3
1720573017.234715 args_parse: 2 = @tpm-clean (type STRING)
1720573017.234725 cmd_parse_build_commands: show-options -gqv @tpm-clean
1720573017.234732 cmdq_get_command: [show-options/0x630cc895ef50] group 2847
1720573017.234737 cmdq_append <client-1673266>: [show-options/0x630cc895ef50]
1720573017.234742 cmdq_append <client-1673266>: [server_client_command_done/0x630cc89628b0]
1720573017.234746 cmdq_next <global>: waiting
1720573017.234750 cmdq_next </dev/pts/1>: waiting
1720573017.234754 cmdq_next <client-1673266>: enter
1720573017.234759 cmdq_next <client-1673266>: [show-options/0x630cc895ef50] (0), flags 0
1720573017.234764 cmd_find_best_session: 0 sessions to try
1720573017.234769 cmd_find_current_client: no target, return (nil)
1720573017.234774 cmd_find_best_session: 0 sessions to try
1720573017.234780 cmd_find_target: target none, type pane, item 0x630cc895ef50, flags QUIET,CANFAIL
1720573017.234785 cmd_find_best_session: 0 sessions to try
1720573017.234788 cmd_find_target: error
1720573017.234795 format_defaults: c=none
1720573017.234799 format_defaults: s=none
1720573017.234802 format_defaults: wl=none
1720573017.234806 format_defaults: wp=none
1720573017.234811 format_expand1: expanding format: @tpm-clean
1720573017.234815 format_expand1: result is: @tpm-clean
1720573017.234820 unref client 0x630cc897ecd0 (4 references)
1720573017.234829 cmd_find_best_session: 0 sessions to try
1720573017.234834 unref client 0x630cc897ecd0 (3 references)
1720573017.234840 cmdq_next <client-1673266>: [server_client_command_done/0x630cc89628b0] (1), flags 0
1720573017.234845 unref client 0x630cc897ecd0 (2 references)
1720573017.234849 cmdq_next <client-1673266>: exit (empty)
1720573017.234853 cmdq_next <global>: waiting
1720573017.234857 cmdq_next </dev/pts/1>: waiting
1720573017.234861 cmdq_next <client-1673266>: empty
1720573017.234866 sending message 203 to peer 0x630cc89800e0 (4 bytes)
1720573017.234887 cmdq_next <global>: waiting
1720573017.234893 cmdq_next </dev/pts/1>: waiting
1720573017.234898 cmdq_next <client-1673266>: empty
1720573017.235925 lost client 0x630cc897ecd0
1720573017.235999 remove peer 0x630cc89800e0
1720573017.236043 unref client 0x630cc897ecd0 (1 references)
1720573017.236056 free client 0x630cc897ecd0 (0 references)
1720573017.236064 cmdq_next <global>: waiting
1720573017.236070 cmdq_next </dev/pts/1>: waiting
1720573017.240226 add peer 0x630cc89800e0: 10 (0x630cc897ecd0)
1720573017.240282 new client 0x630cc897ecd0
1720573017.240293 cmdq_next <global>: waiting
1720573017.240301 cmdq_next </dev/pts/1>: waiting
1720573017.240401 peer 0x630cc89800e0 message 100
1720573017.240413 client 0x630cc897ecd0 IDENTIFY_FLAGS 0x10000
1720573017.240420 peer 0x630cc89800e0 message 111
1720573017.240428 client 0x630cc897ecd0 IDENTIFY_LONGFLAGS 0x10000
1720573017.240435 peer 0x630cc89800e0 message 101
1720573017.240442 client 0x630cc897ecd0 IDENTIFY_TERM xterm-kitty
1720573017.240448 peer 0x630cc89800e0 message 109
1720573017.240455 client 0x630cc897ecd0 IDENTIFY_FEATURES 
1720573017.240461 peer 0x630cc89800e0 message 102
1720573017.240468 client 0x630cc897ecd0 IDENTIFY_TTYNAME 
1720573017.240474 peer 0x630cc89800e0 message 108
1720573017.240485 client 0x630cc897ecd0 IDENTIFY_CWD /home/jack/dotfiles
1720573017.240492 peer 0x630cc89800e0 message 104
1720573017.240498 client 0x630cc897ecd0 IDENTIFY_STDIN 11
1720573017.240505 cmdq_next <global>: waiting
1720573017.240511 cmdq_next </dev/pts/1>: waiting
1720573017.240572 peer 0x630cc89800e0 message 110
1720573017.240583 client 0x630cc897ecd0 IDENTIFY_STDOUT 12
1720573017.240590 peer 0x630cc89800e0 message 107
1720573017.240598 client 0x630cc897ecd0 IDENTIFY_CLIENTPID 1673267
1720573017.240604 peer 0x630cc89800e0 message 105
1720573017.240632 client 0x630cc897ecd0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1720573017.240639 peer 0x630cc89800e0 message 105
1720573017.240648 client 0x630cc897ecd0 IDENTIFY_ENVIRON SESSION_MANAGER=local/archpad:@/tmp/.ICE-unix/1817,unix/archpad:/tmp/.ICE-unix/1817
1720573017.240655 peer 0x630cc89800e0 message 105
1720573017.240662 client 0x630cc897ecd0 IDENTIFY_ENVIRON WINDOWID=71303182
1720573017.240668 peer 0x630cc89800e0 message 105
1720573017.240676 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_user_path=/home/jack/.rvm/user
1720573017.240683 peer 0x630cc89800e0 message 105
1720573017.240690 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZLE_RPROMPT_INDENT=0
1720573017.240697 peer 0x630cc89800e0 message 105
1720573017.240704 client 0x630cc897ecd0 IDENTIFY_ENVIRON COLORTERM=truecolor
1720573017.240710 peer 0x630cc89800e0 message 105
1720573017.240721 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1720573017.240732 peer 0x630cc89800e0 message 105
1720573017.240743 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_PID=323415
1720573017.240754 peer 0x630cc89800e0 message 105
1720573017.240767 client 0x630cc897ecd0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,1673238,-1
1720573017.240777 peer 0x630cc89800e0 message 105
1720573017.240789 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/jack/.cache/zinit
1720573017.240801 peer 0x630cc89800e0 message 105
1720573017.240813 client 0x630cc897ecd0 IDENTIFY_ENVIRON GNOME_KEYRING_CONTROL=/run/user/1000/keyring
1720573017.240820 peer 0x630cc89800e0 message 105
1720573017.240829 client 0x630cc897ecd0 IDENTIFY_ENVIRON DOTNET_ROOT=/usr/share/dotnet
1720573017.240835 peer 0x630cc89800e0 message 105
1720573017.240845 client 0x630cc897ecd0 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1720573017.240855 peer 0x630cc89800e0 message 105
1720573017.240867 client 0x630cc897ecd0 IDENTIFY_ENVIRON GRADLE_HOME=/usr/share/java/gradle
1720573017.240878 peer 0x630cc89800e0 message 105
1720573017.240890 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_gems_path=/home/jack/.rvm/gems
1720573017.240901 peer 0x630cc89800e0 message 105
1720573017.240909 client 0x630cc897ecd0 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1720573017.240916 peer 0x630cc89800e0 message 105
1720573017.240928 client 0x630cc897ecd0 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome-xorg
1720573017.240935 peer 0x630cc89800e0 message 105
1720573017.240943 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_archives_path=/home/jack/.rvm/archives
1720573017.240949 peer 0x630cc89800e0 message 105
1720573017.240957 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_PID=323389
1720573017.240963 peer 0x630cc89800e0 message 105
1720573017.240971 client 0x630cc897ecd0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1720573017.240978 peer 0x630cc89800e0 message 105
1720573017.240985 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_log_path=/home/jack/.rvm/log
1720573017.240992 peer 0x630cc89800e0 message 105
1720573017.240999 client 0x630cc897ecd0 IDENTIFY_ENVIRON PWD=/home/jack/dotfiles
1720573017.241005 peer 0x630cc89800e0 message 105
1720573017.241013 client 0x630cc897ecd0 IDENTIFY_ENVIRON LOGNAME=jack
1720573017.241019 peer 0x630cc89800e0 message 105
1720573017.241026 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome-xorg
1720573017.241033 peer 0x630cc89800e0 message 105
1720573017.241040 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=x11
1720573017.241046 peer 0x630cc89800e0 message 105
1720573017.241053 client 0x630cc897ecd0 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=2005
1720573017.241061 peer 0x630cc89800e0 message 105
1720573017.241068 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_wrappers_path=/home/jack/.rvm/wrappers
1720573017.241075 peer 0x630cc89800e0 message 105
1720573017.241082 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_create_flag=1
1720573017.241088 peer 0x630cc89800e0 message 105
1720573017.241096 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_environments_path=/home/jack/.rvm/environments
1720573017.241103 peer 0x630cc89800e0 message 105
1720573017.241110 client 0x630cc897ecd0 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/gdm/Xauthority
1720573017.241130 peer 0x630cc89800e0 message 105
1720573017.241139 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:{8M{oA+g*?dPv{}^8VcU<bT?{)L1Ee6kA3dpU#*w
1720573017.241145 peer 0x630cc89800e0 message 105
1720573017.241153 client 0x630cc897ecd0 IDENTIFY_ENVIRON WINDOWPATH=2
1720573017.241159 peer 0x630cc89800e0 message 105
1720573017.241166 client 0x630cc897ecd0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1720573017.241173 peer 0x630cc89800e0 message 105
1720573017.241180 client 0x630cc897ecd0 IDENTIFY_ENVIRON GDM_LANG=en_US.UTF-8
1720573017.241186 peer 0x630cc89800e0 message 105
1720573017.241194 client 0x630cc897ecd0 IDENTIFY_ENVIRON HOME=/home/jack
1720573017.241200 peer 0x630cc89800e0 message 105
1720573017.241207 client 0x630cc897ecd0 IDENTIFY_ENVIRON USERNAME=jack
1720573017.241214 peer 0x630cc89800e0 message 105
1720573017.241222 client 0x630cc897ecd0 IDENTIFY_ENVIRON VULKAN_SDK=/home/jack/vulkan/x86_64
1720573017.241228 peer 0x630cc89800e0 message 105
1720573017.241236 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_src_path=/home/jack/.rvm/src
1720573017.241242 peer 0x630cc89800e0 message 105
1720573017.241249 client 0x630cc897ecd0 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1720573017.241255 peer 0x630cc89800e0 message 105
1720573017.241263 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1720573017.241269 peer 0x630cc89800e0 message 105
1720573017.241276 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_hooks_path=/home/jack/.rvm/hooks
1720573017.241283 peer 0x630cc89800e0 message 105
1720573017.241291 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_SHELL_VERSION=5.9
1720573017.241298 peer 0x630cc89800e0 message 105
1720573017.241309 client 0x630cc897ecd0 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.SettingsDaemon.MediaKeys.service/memory.pressure
1720573017.241316 peer 0x630cc89800e0 message 105
1720573017.241323 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1720573017.241330 peer 0x630cc89800e0 message 105
1720573017.241337 client 0x630cc897ecd0 IDENTIFY_ENVIRON CONDA_PROMPT_MODIFIER=false
1720573017.241345 peer 0x630cc89800e0 message 105
1720573017.241353 client 0x630cc897ecd0 IDENTIFY_ENVIRON INVOCATION_ID=095687bfe51a4ab8833b160b7bdaa30d
1720573017.241359 peer 0x630cc89800e0 message 105
1720573017.241366 client 0x630cc897ecd0 IDENTIFY_ENVIRON MANAGERPID=1602
1720573017.241373 peer 0x630cc89800e0 message 105
1720573017.241381 client 0x630cc897ecd0 IDENTIFY_ENVIRON DOTNET_BUNDLE_EXTRACT_BASE_DIR=/home/jack/.cache/dotnet_bundle_extract
1720573017.241388 peer 0x630cc89800e0 message 105
1720573017.241396 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_rubies_path=/home/jack/.rvm/rubies
1720573017.241402 peer 0x630cc89800e0 message 105
1720573017.241409 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_bin_path=/home/jack/.rvm/bin
1720573017.241415 peer 0x630cc89800e0 message 105
1720573017.241423 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZPFX=/home/jack/.local/share/zinit/polaris
1720573017.241429 peer 0x630cc89800e0 message 105
1720573017.241437 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1720573017.241443 peer 0x630cc89800e0 message 105
1720573017.241450 client 0x630cc897ecd0 IDENTIFY_ENVIRON TERM=xterm-kitty
1720573017.241456 peer 0x630cc89800e0 message 105
1720573017.241464 client 0x630cc897ecd0 IDENTIFY_ENVIRON TERMINFO=/usr/lib/kitty/terminfo
1720573017.241470 peer 0x630cc89800e0 message 105
1720573017.241477 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_PROMPT_COUNT=48
1720573017.241483 peer 0x630cc89800e0 message 105
1720573017.241491 client 0x630cc897ecd0 IDENTIFY_ENVIRON USER=jack
1720573017.241497 peer 0x630cc89800e0 message 105
1720573017.241504 client 0x630cc897ecd0 IDENTIFY_ENVIRON SUDO_EDITOR=nvim
1720573017.241511 peer 0x630cc89800e0 message 105
1720573017.241518 client 0x630cc897ecd0 IDENTIFY_ENVIRON DISPLAY=:0
1720573017.241524 peer 0x630cc89800e0 message 105
1720573017.241531 client 0x630cc897ecd0 IDENTIFY_ENVIRON SHLVL=2
1720573017.241538 peer 0x630cc89800e0 message 105
1720573017.241555 client 0x630cc897ecd0 IDENTIFY_ENVIRON MOZ_USE_XINPUT2=1
1720573017.241562 peer 0x630cc89800e0 message 105
1720573017.241570 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_gems_cache_path=/home/jack/.rvm/gems_cache
1720573017.241576 peer 0x630cc89800e0 message 105
1720573017.241584 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_THEME=/home/jack/.config/ohmyposh/conf.toml
1720573017.241590 peer 0x630cc89800e0 message 105
1720573017.241598 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_pkgs_path=/home/jack/.rvm/pkgs
1720573017.241605 peer 0x630cc89800e0 message 105
1720573017.241612 client 0x630cc897ecd0 IDENTIFY_ENVIRON LD_LIBRARY_PATH=/home/jack/vulkan/x86_64/lib
1720573017.241615 peer 0x630cc89800e0 message 105
1720573017.241619 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1720573017.241622 peer 0x630cc89800e0 message 105
1720573017.241626 client 0x630cc897ecd0 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1720573017.241630 peer 0x630cc89800e0 message 105
1720573017.241633 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_tmp_path=/home/jack/.rvm/tmp
1720573017.241636 peer 0x630cc89800e0 message 105
1720573017.241640 client 0x630cc897ecd0 IDENTIFY_ENVIRON JOURNAL_STREAM=9:7820
1720573017.241643 peer 0x630cc89800e0 message 105
1720573017.241647 client 0x630cc897ecd0 IDENTIFY_ENVIRON GTK3_MODULES=xapp-gtk3-module
1720573017.241650 peer 0x630cc89800e0 message 105
1720573017.241655 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/jack/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop
1720573017.241659 peer 0x630cc89800e0 message 105
1720573017.241671 client 0x630cc897ecd0 IDENTIFY_ENVIRON PATH=/home/jack/.local/share/zinit/polaris/bin:/home/jack/vulkan/x86_64/bin:/home/jack/bin:/usr/local/bin:/home/jack/.cargo/bin:/usr/local/bin:/usr/bin:/var/lib/snapd/snap/bin:/usr/local/sbin:/home/jack/.dotnet/tools:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/usr/lib/rustup/bin:/home/jack/.rvm/bin:/home/jack/.local/bin:/usr/share/rvm/bin:/home/jack/.local/share/gem/ruby/3.0.0/bin
1720573017.241679 peer 0x630cc89800e0 message 105
1720573017.241683 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_rubygems_path=/home/jack/.rvm/rubygems
1720573017.241686 peer 0x630cc89800e0 message 105
1720573017.241690 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_repos_path=/home/jack/.rvm/repos
1720573017.241693 peer 0x630cc89800e0 message 105
1720573017.241697 client 0x630cc897ecd0 IDENTIFY_ENVIRON GDMSESSION=gnome-xorg
1720573017.241700 peer 0x630cc89800e0 message 105
1720573017.241704 client 0x630cc897ecd0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1720573017.241707 peer 0x630cc89800e0 message 105
1720573017.241711 client 0x630cc897ecd0 IDENTIFY_ENVIRON HG=/usr/bin/hg
1720573017.241714 peer 0x630cc89800e0 message 105
1720573017.241718 client 0x630cc897ecd0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/jack
1720573017.241721 peer 0x630cc89800e0 message 105
1720573017.241725 client 0x630cc897ecd0 IDENTIFY_ENVIRON POWERLINE_COMMAND=oh-my-posh
